id,name_fr,name_en,path_key,type
EnchArmorScaledBootsResistShock04,Bottes d'cailles de foudre neutralise,Scaled Boots of Shock Suppression,[00] Skyrim.esm/[21] Armor/[1467] EnchArmorScaledBootsResistShock04 [ARMO-000D53F1],ARMO
EnchArmorScaledBootsResistShock03,Bottes d'cailles de foudre vanescente,Scaled Boots of Dwindling Shock,[00] Skyrim.esm/[21] Armor/[1468] EnchArmorScaledBootsResistShock03 [ARMO-000D53F0],ARMO
EnchArmorScaledBootsResistShock02,Bottes d'cailles de foudre attnue,Scaled Boots of Waning Shock,[00] Skyrim.esm/[21] Armor/[1469] EnchArmorScaledBootsResistShock02 [ARMO-000D53EF],ARMO
EnchNecklaceSneak01,Collier de furtivit minime,Necklace of Minor Sneaking,[00] Skyrim.esm/[21] Armor/[146] EnchNecklaceSneak01 [ARMO-0010DF3F],ARMO
EnchArmorScaledBootsResistFrost04,Bottes d'cailles de glace neutralise,Scaled Boots of Frost Suppression,[00] Skyrim.esm/[21] Armor/[1470] EnchArmorScaledBootsResistFrost04 [ARMO-000D53EE],ARMO
EnchArmorScaledBootsResistFrost03,Bottes d'cailles de glace vanescente,Scaled Boots of Dwindling Frost,[00] Skyrim.esm/[21] Armor/[1471] EnchArmorScaledBootsResistFrost03 [ARMO-000D53ED],ARMO
EnchArmorScaledBootsResistFrost02,Bottes d'cailles de glace attnue,Scaled Boots of Waning Frost,[00] Skyrim.esm/[21] Armor/[1472] EnchArmorScaledBootsResistFrost02 [ARMO-000D53EC],ARMO
EnchArmorScaledBootsResistFire04,Bottes d'cailles de feu neutralis,Scaled Boots of Flame Suppression,[00] Skyrim.esm/[21] Armor/[1473] EnchArmorScaledBootsResistFire04 [ARMO-000D53EB],ARMO
EnchArmorScaledBootsResistFire03,Bottes d'cailles de feu vanescent,Scaled Boots of Dwindling Flames,[00] Skyrim.esm/[21] Armor/[1474] EnchArmorScaledBootsResistFire03 [ARMO-000D53EA],ARMO
EnchArmorScaledBootsResistFire02,Bottes d'cailles de feu attnu,Scaled Boots of Waning Fire,[00] Skyrim.esm/[21] Armor/[1475] EnchArmorScaledBootsResistFire02 [ARMO-000D53E9],ARMO
EnchArmorScaledBootsCarry04,Bottes d'cailles de surhomme,Scaled Boots of Brawn,[00] Skyrim.esm/[21] Armor/[1476] EnchArmorScaledBootsCarry04 [ARMO-000D53E8],ARMO
EnchArmorScaledBootsCarry03,Bottes d'cailles de puissance,Scaled Boots of Strength,[00] Skyrim.esm/[21] Armor/[1477] EnchArmorScaledBootsCarry03 [ARMO-000D53E7],ARMO
EnchArmorScaledBootsCarry02,Bottes d'cailles d'ardeur,Scaled Boots of Hauling,[00] Skyrim.esm/[21] Armor/[1478] EnchArmorScaledBootsCarry02 [ARMO-000D53E6],ARMO
EnchArmorGlassShieldResistShock05,Bouclier de verre de fodure anantie,Glass Shield of Shock Abatement,[00] Skyrim.esm/[21] Armor/[1479] EnchArmorGlassShieldResistShock05 [ARMO-000D53E5],ARMO
EnchNecklaceLockpicking06,Collier de crochetage absolu,Necklace of Peerless Lockpicking,[00] Skyrim.esm/[21] Armor/[147] EnchNecklaceLockpicking06 [ARMO-0010DF3E],ARMO
EnchArmorGlassShieldResistShock04,Bouclier de verre de foudre neutralise,Glass Shield of Shock Suppression,[00] Skyrim.esm/[21] Armor/[1480] EnchArmorGlassShieldResistShock04 [ARMO-000D53E4],ARMO
EnchArmorGlassShieldResistShock03,Bouclier de verre de foudre vanescente,Glass Shield of Dwindling Shock,[00] Skyrim.esm/[21] Armor/[1481] EnchArmorGlassShieldResistShock03 [ARMO-000D53E3],ARMO
EnchArmorGlassShieldResistFrost05,Bouclier de verre de glace anantie,Glass Shield of Frost Abatement,[00] Skyrim.esm/[21] Armor/[1482] EnchArmorGlassShieldResistFrost05 [ARMO-000D53E2],ARMO
EnchArmorGlassShieldResistFrost04,Bouclier de verre de glace neutralise,Glass Shield of Frost Suppression,[00] Skyrim.esm/[21] Armor/[1483] EnchArmorGlassShieldResistFrost04 [ARMO-000D53E1],ARMO
EnchArmorGlassShieldResistFrost03,Bouclier de verre de glace vanescente,Glass Shield of Dwindling Frost,[00] Skyrim.esm/[21] Armor/[1484] EnchArmorGlassShieldResistFrost03 [ARMO-000D53E0],ARMO
EnchArmorGlassShieldResistFire05,Bouclier de verre de feu ananti,Glass Shield of Fire Abatement,[00] Skyrim.esm/[21] Armor/[1485] EnchArmorGlassShieldResistFire05 [ARMO-000D53DF],ARMO
EnchArmorGlassShieldResistFire04,Bouclier de verre de feu neutralis,Glass Shield of Fire Suppression,[00] Skyrim.esm/[21] Armor/[1486] EnchArmorGlassShieldResistFire04 [ARMO-000D53DE],ARMO
EnchArmorGlassShieldResistFire03,Bouclier de verre de feu vanescent,Glass Shield of Dwindling Fire,[00] Skyrim.esm/[21] Armor/[1487] EnchArmorGlassShieldResistFire03 [ARMO-000D53DD],ARMO
EnchArmorGlassShieldBlock05,Bouclier de verre de parade extrme,Glass Shield of Extreme Blocking,[00] Skyrim.esm/[21] Armor/[1488] EnchArmorGlassShieldBlock05 [ARMO-000D53DC],ARMO
EnchArmorGlassShieldBlock04,Bouclier de verre de parade majeure,Glass Shield of Eminent Blocking,[00] Skyrim.esm/[21] Armor/[1489] EnchArmorGlassShieldBlock04 [ARMO-000D53DB],ARMO
EnchNecklaceLockpicking05,Collier de crochetage extrme,Necklace of Extreme Lockpicking,[00] Skyrim.esm/[21] Armor/[148] EnchNecklaceLockpicking05 [ARMO-0010DF3D],ARMO
EnchArmorGlassShieldBlock03,Bouclier de verre de parade accrue,Glass Shield of Major Blocking,[00] Skyrim.esm/[21] Armor/[1490] EnchArmorGlassShieldBlock03 [ARMO-000D53DA],ARMO
EnchArmorGlassHelmetWaterbreathing,Casque de verre de respiration aquatique,Glass Helmet of Waterbreathing,[00] Skyrim.esm/[21] Armor/[1491] EnchArmorGlassHelmetWaterbreathing [ARMO-000D53D9],ARMO
EnchArmorGlassHelmetRestoration05,Casque de verre de gurison extrme,Glass Helmet of Extreme Restoration,[00] Skyrim.esm/[21] Armor/[1492] EnchArmorGlassHelmetRestoration05 [ARMO-000D53D8],ARMO
EnchArmorGlassHelmetRestoration04,Casque de verre de gurison majeure,Glass Helmet of Eminent Restoration,[00] Skyrim.esm/[21] Armor/[1493] EnchArmorGlassHelmetRestoration04 [ARMO-000D53D7],ARMO
EnchArmorGlassHelmetRestoration03,Casque de verre de gurison accrue,Glass Helmet of Major Restoration,[00] Skyrim.esm/[21] Armor/[1494] EnchArmorGlassHelmetRestoration03 [ARMO-000D53D6],ARMO
EnchArmorGlassHelmetMarksman05,Casque de verre d'archerie extrme,Glass Helmet of Extreme Archery,[00] Skyrim.esm/[21] Armor/[1495] EnchArmorGlassHelmetMarksman05 [ARMO-000D53D5],ARMO
EnchArmorGlassHelmetMarksman04,Casque de verre d'archerie majeure,Glass Helmet of Eminent Archery,[00] Skyrim.esm/[21] Armor/[1496] EnchArmorGlassHelmetMarksman04 [ARMO-000D53D4],ARMO
EnchArmorGlassHelmetMarksman03,Casque de verre d'archerie accrue,Glass Helmet of Major Archery,[00] Skyrim.esm/[21] Armor/[1497] EnchArmorGlassHelmetMarksman03 [ARMO-000D53D3],ARMO
EnchArmorGlassHelmetMagicka05,Casque de verre de magie extrme,Glass Helmet of Extreme Magicka,[00] Skyrim.esm/[21] Armor/[1498] EnchArmorGlassHelmetMagicka05 [ARMO-000D53D2],ARMO
EnchArmorGlassHelmetMagicka04,Casque de verre de magie majeure,Glass Helmet of Eminent Magicka,[00] Skyrim.esm/[21] Armor/[1499] EnchArmorGlassHelmetMagicka04 [ARMO-000D53D1],ARMO
EnchNecklaceLockpicking04,Collier de crochetage majeur,Necklace of Eminent Lockpicking,[00] Skyrim.esm/[21] Armor/[149] EnchNecklaceLockpicking04 [ARMO-0010DF3C],ARMO
DBArmorHelmetWornPlayable,Coule sibylline use,Worn Shrouded Cowl,[00] Skyrim.esm/[21] Armor/[14] DBArmorHelmetWornPlayable [ARMO-0010EB5D],ARMO
EnchArmorGlassHelmetMagicka03,Casque de verre de magie accrue,Glass Helmet of Major Magicka,[00] Skyrim.esm/[21] Armor/[1500] EnchArmorGlassHelmetMagicka03 [ARMO-000D53D0],ARMO
EnchArmorGlassHelmetIllusion05,Casque de verre d'illusion extrme,Glass Helmet of Extreme Illusion,[00] Skyrim.esm/[21] Armor/[1501] EnchArmorGlassHelmetIllusion05 [ARMO-000D53CF],ARMO
EnchArmorGlassHelmetIllusion04,Casque de verre d'illusion majeure,Glass Helmet of Eminent Illusion,[00] Skyrim.esm/[21] Armor/[1502] EnchArmorGlassHelmetIllusion04 [ARMO-000D53CE],ARMO
EnchArmorGlassHelmetIllusion03,Casque de verre d'illusion accrue,Glass Helmet of Major Illusion,[00] Skyrim.esm/[21] Armor/[1503] EnchArmorGlassHelmetIllusion03 [ARMO-000D53CD],ARMO
EnchArmorGlassHelmetDestruction05,Casque de verre de destruction extrme,Glass Helmet of Extreme Destruction,[00] Skyrim.esm/[21] Armor/[1504] EnchArmorGlassHelmetDestruction05 [ARMO-000D53C9],ARMO
EnchArmorGlassHelmetDestruction04,Casque de verre de destruction majeure,Glass Helmet of Eminent Destruction,[00] Skyrim.esm/[21] Armor/[1505] EnchArmorGlassHelmetDestruction04 [ARMO-000D53C8],ARMO
EnchArmorGlassHelmetDestruction03,Casque de verre de destruction accrue,Glass Helmet of Major Destruction,[00] Skyrim.esm/[21] Armor/[1506] EnchArmorGlassHelmetDestruction03 [ARMO-000D53C7],ARMO
EnchArmorGlassHelmetConjuration05,Casque de verre de conjuration extrme,Glass Helmet of Extreme Conjuring,[00] Skyrim.esm/[21] Armor/[1507] EnchArmorGlassHelmetConjuration05 [ARMO-000D53C6],ARMO
EnchArmorGlassHelmetConjuration04,Casque de verre de conjuration majeure,Glass Helmet of Eminent Conjuring,[00] Skyrim.esm/[21] Armor/[1508] EnchArmorGlassHelmetConjuration04 [ARMO-000D53C5],ARMO
EnchArmorGlassHelmetConjuration03,Casque de verre de conjuration accrue,Glass Helmet of Major Conjuring,[00] Skyrim.esm/[21] Armor/[1509] EnchArmorGlassHelmetConjuration03 [ARMO-000D53C4],ARMO
EnchNecklaceLockpicking03,Collier de crochetage accru,Necklace of Major Lockpicking,[00] Skyrim.esm/[21] Armor/[150] EnchNecklaceLockpicking03 [ARMO-0010DF3B],ARMO
EnchArmorGlassHelmetAlteration05,Casque de verre d'altration extrme,Glass Helmet of Extreme Alteration,[00] Skyrim.esm/[21] Armor/[1510] EnchArmorGlassHelmetAlteration05 [ARMO-000D53C3],ARMO
EnchArmorGlassHelmetAlteration04,Casque de verre d'altration majeure,Glass Helmet of Eminent Alteration,[00] Skyrim.esm/[21] Armor/[1511] EnchArmorGlassHelmetAlteration04 [ARMO-000D53C2],ARMO
EnchArmorGlassHelmetAlteration03,Casque de verre d'altration accrue,Glass Helmet of Major Alteration,[00] Skyrim.esm/[21] Armor/[1512] EnchArmorGlassHelmetAlteration03 [ARMO-000D53C1],ARMO
EnchArmorGlassHelmetAlchemy05,Casque de verre d'alchimie extrme,Glass Helmet of Extreme Alchemy,[00] Skyrim.esm/[21] Armor/[1513] EnchArmorGlassHelmetAlchemy05 [ARMO-000D53C0],ARMO
EnchArmorGlassHelmetAlchemy04,Casque de verre d'alchimie majeure,Glass Helmet of Eminent Alchemy,[00] Skyrim.esm/[21] Armor/[1514] EnchArmorGlassHelmetAlchemy04 [ARMO-000D53BF],ARMO
EnchArmorGlassHelmetAlchemy03,Casque de verre d'alchimie accrue,Glass Helmet of Major Alchemy,[00] Skyrim.esm/[21] Armor/[1515] EnchArmorGlassHelmetAlchemy03 [ARMO-000D53BE],ARMO
EnchArmorGlassGauntletsTwoHanded05,Gantelets de verre de poigne extrme,Glass Gauntlets of Extreme Sure Grip,[00] Skyrim.esm/[21] Armor/[1516] EnchArmorGlassGauntletsTwoHanded05 [ARMO-000D53BD],ARMO
EnchArmorGlassGauntletsTwoHanded04,Gantelets de verre de poigne majeure,Glass Gauntlets of Eminent Sure Grip,[00] Skyrim.esm/[21] Armor/[1517] EnchArmorGlassGauntletsTwoHanded04 [ARMO-000D53BC],ARMO
EnchArmorGlassGauntletsTwoHanded03,Gantelets de verre de poigne accrue,Glass Gauntlets of Major Sure Grip,[00] Skyrim.esm/[21] Armor/[1518] EnchArmorGlassGauntletsTwoHanded03 [ARMO-000D53BB],ARMO
EnchArmorGlassGauntletsSmithing05,Gantelets de verre de forgeage extrme,Glass Gauntlets of Extreme Smithing,[00] Skyrim.esm/[21] Armor/[1519] EnchArmorGlassGauntletsSmithing05 [ARMO-000D53B7],ARMO
EnchNecklaceLockpicking02,Collier de crochetage,Necklace of Lockpicking,[00] Skyrim.esm/[21] Armor/[151] EnchNecklaceLockpicking02 [ARMO-0010DF3A],ARMO
EnchArmorGlassGauntletsSmithing04,Gantelets de verre de forgeage majeur,Glass Gauntlets of Eminent Smithing,[00] Skyrim.esm/[21] Armor/[1520] EnchArmorGlassGauntletsSmithing04 [ARMO-000D53B6],ARMO
EnchArmorGlassGauntletsSmithing03,Gantelets de verre de forgeage accru,Glass Gauntlets of Major Smithing,[00] Skyrim.esm/[21] Armor/[1521] EnchArmorGlassGauntletsSmithing03 [ARMO-000D53B5],ARMO
EnchArmorGlassGauntletsOneHanded05,Gantelets de verre de maniement extrme,Glass Gauntlets of Extreme Wielding,[00] Skyrim.esm/[21] Armor/[1522] EnchArmorGlassGauntletsOneHanded05 [ARMO-000D53B1],ARMO
EnchArmorGlassGauntletsOneHanded04,Gantelets de verre de maniement majeur,Glass Gauntlets of Eminent Wielding,[00] Skyrim.esm/[21] Armor/[1523] EnchArmorGlassGauntletsOneHanded04 [ARMO-000D53B0],ARMO
EnchArmorGlassGauntletsOneHanded03,Gantelets de verre de maniement accru,Glass Gauntlets of Major Wielding,[00] Skyrim.esm/[21] Armor/[1524] EnchArmorGlassGauntletsOneHanded03 [ARMO-000D53AF],ARMO
EnchArmorGlassGauntletsMarksman05,Gantelets de verre d'archerie extrme,Glass Gauntlets of Extreme Archery,[00] Skyrim.esm/[21] Armor/[1525] EnchArmorGlassGauntletsMarksman05 [ARMO-000D53AE],ARMO
EnchArmorGlassGauntletsMarksman04,Gantelets de verre d'archerie majeure,Glass Gauntlets of Eminent Archery,[00] Skyrim.esm/[21] Armor/[1526] EnchArmorGlassGauntletsMarksman04 [ARMO-000D53AD],ARMO
EnchArmorGlassGauntletsMarksman03,Gantelets de verre d'archerie accrue,Glass Gauntlets of Major Archery,[00] Skyrim.esm/[21] Armor/[1527] EnchArmorGlassGauntletsMarksman03 [ARMO-000D53AC],ARMO
EnchArmorGlassGauntletsAlchemy05,Gantelets de verre d'alchimie extrme,Glass Gauntlets of Extreme Alchemy,[00] Skyrim.esm/[21] Armor/[1528] EnchArmorGlassGauntletsAlchemy05 [ARMO-000D5399],ARMO
EnchArmorGlassGauntletsAlchemy04,Gantelets de verre d'alchimie majeure,Glass Gauntlets of Eminent Alchemy,[00] Skyrim.esm/[21] Armor/[1529] EnchArmorGlassGauntletsAlchemy04 [ARMO-000D5398],ARMO
EnchNecklaceLockpicking01,Collier de crochetage minime,Necklace of Minor Lockpicking,[00] Skyrim.esm/[21] Armor/[152] EnchNecklaceLockpicking01 [ARMO-0010DF39],ARMO
EnchArmorGlassGauntletsAlchemy03,Gantelets de verre d'alchimie accrue,Glass Gauntlets of Major Alchemy,[00] Skyrim.esm/[21] Armor/[1530] EnchArmorGlassGauntletsAlchemy03 [ARMO-000D5397],ARMO
EnchArmorGlassCuirassLightArmor05,Armure de verre de preux chevalier,Glass Armor of the Noble Knight,[00] Skyrim.esm/[21] Armor/[1531] EnchArmorGlassCuirassLightArmor05 [ARMO-000D5386],ARMO
EnchArmorGlassCuirassLightArmor04,Armure de verre de noble chevalier,Glass Armor of the Eminent Knight,[00] Skyrim.esm/[21] Armor/[1532] EnchArmorGlassCuirassLightArmor04 [ARMO-000D5385],ARMO
EnchArmorGlassCuirassLightArmor03,Armure de verre de grand cuyer,Glass Armor of the Major Squire,[00] Skyrim.esm/[21] Armor/[1533] EnchArmorGlassCuirassLightArmor03 [ARMO-000D5384],ARMO
EnchArmorGlassCuirassHealth05,Armure de verre de sant extrme,Glass Armor of Extreme Health,[00] Skyrim.esm/[21] Armor/[1534] EnchArmorGlassCuirassHealth05 [ARMO-000D5383],ARMO
EnchArmorGlassCuirassHealth04,Armure de verre de sant majeure,Glass Armor of Eminent Health,[00] Skyrim.esm/[21] Armor/[1535] EnchArmorGlassCuirassHealth04 [ARMO-000D5382],ARMO
EnchArmorGlassCuirassHealth03,Armure de verre de sant accrue,Glass Armor of Major Health,[00] Skyrim.esm/[21] Armor/[1536] EnchArmorGlassCuirassHealth03 [ARMO-000D5381],ARMO
EnchArmorGlassBootsResistShock05,Bottes de verre de foudre anantie,Glass Boots of Shock Abatement,[00] Skyrim.esm/[21] Armor/[1537] EnchArmorGlassBootsResistShock05 [ARMO-000D537A],ARMO
EnchArmorGlassBootsResistShock04,Bottes de verre de foudre neutralise,Glass Boots of Shock Suppression,[00] Skyrim.esm/[21] Armor/[1538] EnchArmorGlassBootsResistShock04 [ARMO-000D5379],ARMO
EnchArmorGlassBootsResistShock03,Bottes de verre de foudre vanescente,Glass Boots of Dwindling Shock,[00] Skyrim.esm/[21] Armor/[1539] EnchArmorGlassBootsResistShock03 [ARMO-000D5378],ARMO
EnchNecklacePickpocket06,Collier de dextrit absolue,Necklace of Peerless Deft Hands,[00] Skyrim.esm/[21] Armor/[153] EnchNecklacePickpocket06 [ARMO-0010DF38],ARMO
EnchArmorGlassBootsResistFrost05,Bottes de verre de glace anantie,Glass Boots of Frost Abatement,[00] Skyrim.esm/[21] Armor/[1540] EnchArmorGlassBootsResistFrost05 [ARMO-000D5377],ARMO
EnchArmorGlassBootsResistFrost04,Bottes de verre de glace neutralise,Glass Boots of Frost Suppression,[00] Skyrim.esm/[21] Armor/[1541] EnchArmorGlassBootsResistFrost04 [ARMO-000D5376],ARMO
EnchArmorGlassBootsResistFrost03,Bottes de verre de glace vanescente,Glass Boots of Dwindling Frost,[00] Skyrim.esm/[21] Armor/[1542] EnchArmorGlassBootsResistFrost03 [ARMO-000D5375],ARMO
EnchArmorGlassBootsResistFire05,Bottes de verre de feu ananti,Glass Boots of Fire Abatement,[00] Skyrim.esm/[21] Armor/[1543] EnchArmorGlassBootsResistFire05 [ARMO-000D5374],ARMO
EnchArmorGlassBootsResistFire04,Bottes de verre de feu neutralis,Glass Boots of Fire Suppression,[00] Skyrim.esm/[21] Armor/[1544] EnchArmorGlassBootsResistFire04 [ARMO-000D5373],ARMO
EnchArmorGlassBootsResistFire03,Bottes de verre de feu vanescent,Glass Boots of Dwindling Flames,[00] Skyrim.esm/[21] Armor/[1545] EnchArmorGlassBootsResistFire03 [ARMO-000D5372],ARMO
EnchArmorGlassBootsMuffle,Bottes de verre de silence,Glass Boots of Muffling,[00] Skyrim.esm/[21] Armor/[1546] EnchArmorGlassBootsMuffle [ARMO-000D5371],ARMO
EnchArmorGlassBootsCarry05,Bottes de verre du boeuf,Glass Boots of the Ox,[00] Skyrim.esm/[21] Armor/[1547] EnchArmorGlassBootsCarry05 [ARMO-000D5370],ARMO
EnchArmorGlassBootsCarry04,Bottes de verre de surhomme,Glass Boots of Brawn,[00] Skyrim.esm/[21] Armor/[1548] EnchArmorGlassBootsCarry04 [ARMO-000D536F],ARMO
EnchArmorGlassBootsCarry03,Bottes de verre de puissance,Glass Boots of Strength,[00] Skyrim.esm/[21] Armor/[1549] EnchArmorGlassBootsCarry03 [ARMO-000D536E],ARMO
EnchNecklacePickpocket05,Collier de dextrit extrme,Necklace of Extreme Deft Hands,[00] Skyrim.esm/[21] Armor/[154] EnchNecklacePickpocket05 [ARMO-0010DF37],ARMO
ArmorPenitusGauntlets,Gantelets du Penitus Oculatus,Penitus Oculatus Bracers,[00] Skyrim.esm/[21] Armor/[1550] ArmorPenitusGauntlets [ARMO-000D3EAB],ARMO
ArmorPenitusHelmet,Casque du Penitus Oculatus,Penitus Oculatus Helmet,[00] Skyrim.esm/[21] Armor/[1551] ArmorPenitusHelmet [ARMO-000D3EAA],ARMO
ArmorPenitusBoots,Bottes du Penitus Oculatus,Penitus Oculatus Boots,[00] Skyrim.esm/[21] Armor/[1552] ArmorPenitusBoots [ARMO-000D3EA7],ARMO
ArmorPenitusCuirass,Armure du Penitus Oculatus,Penitus Oculatus Armor,[00] Skyrim.esm/[21] Armor/[1553] ArmorPenitusCuirass [ARMO-000D3EA0],ARMO
ClothesCollegeRobesCommon,Robe de l'Acadmie,College Robes,[00] Skyrim.esm/[21] Armor/[1554] ClothesCollegeRobesCommon [ARMO-000D3DEA],ARMO
ClothesCollegeRobesApprentice,Robe couverte de l'Acadmie,Mantled College Robes,[00] Skyrim.esm/[21] Armor/[1555] ClothesCollegeRobesApprentice [ARMO-000D3DE9],ARMO
ClothesCollegeHood,Capuchon de mage,Mage Hood,[00] Skyrim.esm/[21] Armor/[1556] ClothesCollegeHood [ARMO-000D3DE8],ARMO
dunMistwatchRingSell,Alliance de Fjola,Fjola's Wedding Band,[00] Skyrim.esm/[21] Armor/[1557] dunMistwatchRingSell [ARMO-000D3BDB],ARMO
ClavicusVileMask,Masque du Vil Clavicus,Masque of Clavicus Vile,[00] Skyrim.esm/[21] Armor/[1558] ClavicusVileMask [ARMO-000D2846],ARMO
DBArmorBoots,Bottes sibyllines,Shrouded Boots,[00] Skyrim.esm/[21] Armor/[1559] DBArmorBoots [ARMO-000D2845],ARMO
EnchNecklacePickpocket04,Collier de dextrit majeure,Necklace of Eminent Deft Hands,[00] Skyrim.esm/[21] Armor/[155] EnchNecklacePickpocket04 [ARMO-0010DF36],ARMO
DBArmor,Armure sibylline,Shrouded Armor,[00] Skyrim.esm/[21] Armor/[1560] DBArmor [ARMO-000D2844],ARMO
DBArmorGloves,Gants sibyllins,Shrouded Gloves,[00] Skyrim.esm/[21] Armor/[1561] DBArmorGloves [ARMO-000D2843],ARMO
DBArmorHelmet,Coule sibylline,Shrouded Cowl,[00] Skyrim.esm/[21] Armor/[1562] DBArmorHelmet [ARMO-000D2842],ARMO
MS11InnocuousAmulet,trange amulette,Strange Amulet,[00] Skyrim.esm/[21] Armor/[1563] MS11InnocuousAmulet [ARMO-000D2328],ARMO
EnchClothesMageRobesAppMagickaRate01,Robe de mage bleue,Blue Mage Robes,[00] Skyrim.esm/[21] Armor/[1564] EnchClothesMageRobesAppMagickaRate01 [ARMO-000D1F3B],ARMO
ClothesBoots01,Bottes,Boots,[00] Skyrim.esm/[21] Armor/[1565] ClothesBoots01 [ARMO-000D1921],ARMO
ClothesWenchClothes01,Habits de taverne,Tavern Clothes,[00] Skyrim.esm/[21] Armor/[1566] ClothesWenchClothes01 [ARMO-000D191F],ARMO
DragonBloodWingRFXArmor,,,[00] Skyrim.esm/[21] Armor/[1567] DragonBloodWingRFXArmor [ARMO-000D15A8],ARMO
DragonBloodWingLFXArmor,,,[00] Skyrim.esm/[21] Armor/[1568] DragonBloodWingLFXArmor [ARMO-000D15A7],ARMO
DragonBloodTailFXArmor,,,[00] Skyrim.esm/[21] Armor/[1569] DragonBloodTailFXArmor [ARMO-000D15A6],ARMO
EnchNecklacePickpocket03,Collier de dextrit accrue,Necklace of Major Deft Hands,[00] Skyrim.esm/[21] Armor/[156] EnchNecklacePickpocket03 [ARMO-0010DF35],ARMO
ClothesExecutionerRobes,Robe de bourreau,Executioner's Robes,[00] Skyrim.esm/[21] Armor/[1570] ClothesExecutionerRobes [ARMO-000CF8B3],ARMO
ClothesExecutionerHood,Capuchon de bourreau,Executioner's Hood,[00] Skyrim.esm/[21] Armor/[1571] ClothesExecutionerHood [ARMO-000CF8B2],ARMO
ClothesExecutionerGloves,Gants,Gloves,[00] Skyrim.esm/[21] Armor/[1572] ClothesExecutionerGloves [ARMO-000CF8B1],ARMO
ClothesExecutionerBoots,Bottes,Boots,[00] Skyrim.esm/[21] Armor/[1573] ClothesExecutionerBoots [ARMO-000CF8B0],ARMO
DBClothesHandWraps,Bandages sibyllins,Shrouded Hand Wraps,[00] Skyrim.esm/[21] Armor/[1574] DBClothesHandWraps [ARMO-000CF8A9],ARMO
DBClothesHood,Capuchon sibyllin,Shrouded Hood,[00] Skyrim.esm/[21] Armor/[1575] DBClothesHood [ARMO-000CF8A1],ARMO
DBClothesRobes,Robe sibylline,Shrouded Robes,[00] Skyrim.esm/[21] Armor/[1576] DBClothesRobes [ARMO-000CF8A0],ARMO
DBClothesShoes,Chaussures sibyllines,Shrouded Shoes,[00] Skyrim.esm/[21] Armor/[1577] DBClothesShoes [ARMO-000CF89F],ARMO
SkinReinDeer,Renne,ReinDeer,[00] Skyrim.esm/[21] Armor/[1578] SkinReinDeer [ARMO-000CF89C],ARMO
EnchArmorEbonyShieldResistShock05,Bouclier d'bonite de foudre anantie,Ebony Shield of Shock Abatement,[00] Skyrim.esm/[21] Armor/[1579] EnchArmorEbonyShieldResistShock05 [ARMO-000CF898],ARMO
EnchNecklacePickpocket02,Collier de dextrit,Necklace of Deft Hands,[00] Skyrim.esm/[21] Armor/[157] EnchNecklacePickpocket02 [ARMO-0010DF34],ARMO
EnchArmorEbonyShieldResistShock04,Bouclier d'bonite de foudre neutralise,Ebony Shield of Shock Suppression,[00] Skyrim.esm/[21] Armor/[1580] EnchArmorEbonyShieldResistShock04 [ARMO-000CF897],ARMO
EnchArmorEbonyShieldResistShock03,Bouclier d'bonite de foudre vanescente,Ebony Shield of Dwindling Shock,[00] Skyrim.esm/[21] Armor/[1581] EnchArmorEbonyShieldResistShock03 [ARMO-000CF896],ARMO
EnchArmorEbonyShieldResistFrost05,Bouclier d'bonite de glace anantie,Ebony Shield of Frost Abatement,[00] Skyrim.esm/[21] Armor/[1582] EnchArmorEbonyShieldResistFrost05 [ARMO-000CF895],ARMO
EnchArmorEbonyShieldResistFrost04,Bouclier d'bonite de glace neutralise,Ebony Shield of Frost Suppression,[00] Skyrim.esm/[21] Armor/[1583] EnchArmorEbonyShieldResistFrost04 [ARMO-000CF894],ARMO
EnchArmorEbonyShieldResistFrost03,Bouclier d'bonite de glace vanescente,Ebony Shield of Dwindling Frost,[00] Skyrim.esm/[21] Armor/[1584] EnchArmorEbonyShieldResistFrost03 [ARMO-000CF893],ARMO
EnchArmorEbonyShieldResistFire05,Bouclier d'bonite de feu ananti,Ebony Shield of Fire Abatement,[00] Skyrim.esm/[21] Armor/[1585] EnchArmorEbonyShieldResistFire05 [ARMO-000CF892],ARMO
EnchArmorEbonyShieldResistFire04,Bouclier d'bonite de feu neutralis,Ebony Shield of Fire Suppression,[00] Skyrim.esm/[21] Armor/[1586] EnchArmorEbonyShieldResistFire04 [ARMO-000CF891],ARMO
EnchArmorEbonyShieldResistFire03,Bouclier d'bonite de feu vanescent,Ebony Shield of Dwindling Fire,[00] Skyrim.esm/[21] Armor/[1587] EnchArmorEbonyShieldResistFire03 [ARMO-000CF890],ARMO
EnchArmorEbonyShieldBlock05,Bouclier d'bonite de parade extrme,Ebony Shield of Extreme Blocking,[00] Skyrim.esm/[21] Armor/[1588] EnchArmorEbonyShieldBlock05 [ARMO-000CF88F],ARMO
EnchArmorEbonyShieldBlock04,Bouclier d'bonite de parade majeure,Ebony Shield of Eminent Blocking,[00] Skyrim.esm/[21] Armor/[1589] EnchArmorEbonyShieldBlock04 [ARMO-000CF88E],ARMO
EnchNecklacePickpocket01,Collier de dextrit minime,Necklace of Minor Deft Hands,[00] Skyrim.esm/[21] Armor/[158] EnchNecklacePickpocket01 [ARMO-0010DF33],ARMO
